game_id,total_all,total_commented,total_rated,total_rated_and_commented,avgweight,numweights,poll_avg,poll_votes
226,81.0,25.0,45.0,10.0,0.0,0.0,0.0,0.0
227,1773.0,511.0,1407.0,383.0,2.596,99.0,2.595959595959596,99.0
228,3128.0,904.0,2640.0,746.0,1.5147,204.0,1.5147058823529411,204.0
229,1822.0,507.0,1342.0,380.0,2.0238,126.0,2.023809523809524,126.0
230,3471.0,1010.0,2801.0,776.0,2.8327,281.0,2.832740213523132,281.0
231,431.0,153.0,259.0,96.0,3.1935,31.0,3.193548387096774,31.0
232,3064.0,802.0,2344.0,598.0,3.0423,260.0,3.042307692307692,260.0
233,,,,,0.0,0.0,0.0,0.0
234,6778.0,1899.0,5042.0,1378.0,3.4541,588.0,3.454081632653061,588.0
235,2095.0,706.0,1520.0,500.0,3.2209,163.0,3.220858895705521,163.0
236,,,,,0.0,0.0,0.0,0.0
237,2836.0,834.0,2149.0,573.0,3.0887,248.0,3.088709677419355,248.0
238,,,,,0.0,0.0,0.0,0.0
239,149.0,62.0,116.0,41.0,2.125,16.0,2.125,16.0
240,5398.0,1601.0,4347.0,1223.0,3.1611,540.0,3.161111111111111,540.0
241,343.0,117.0,194.0,73.0,,,,
242,7092.0,1789.0,5934.0,1295.0,2.8551,490.0,2.8551020408163263,490.0
243,4572.0,1578.0,3915.0,1237.0,4.7401,754.0,4.740053050397878,754.0
244,2247.0,694.0,1705.0,501.0,2.6168,167.0,2.6167664670658684,167.0
245,,,,,0.0,0.0,0.0,0.0
246,58.0,11.0,42.0,9.0,1.5,4.0,1.5,4.0
247,1443.0,493.0,1129.0,330.0,1.3969,131.0,1.3969465648854962,131.0
248,975.0,312.0,669.0,215.0,3.3231,65.0,3.323076923076924,65.0
249,4443.0,1194.0,3762.0,972.0,1.7821,280.0,1.7821428571428573,280.0
250,563.0,181.0,406.0,134.0,2.8,45.0,2.8,45.0
251,,,,,0.0,0.0,0.0,0.0
252,272.0,165.0,175.0,81.0,2.0667,30.0,2.066666666666667,30.0
253,,,,,0.0,0.0,0.0,0.0
254,1768.0,574.0,1348.0,401.0,4.3917,217.0,4.391705069124424,217.0
255,116.0,49.0,77.0,29.0,2.1,10.0,2.1,10.0
256,5149.0,1345.0,4303.0,1022.0,1.6955,404.0,1.6955445544554455,404.0
257,8507.0,2135.0,7420.0,1632.0,1.641,532.0,1.6409774436090223,532.0
258,19928.0,4574.0,18555.0,3740.0,1.3885,1117.0,1.388540734109221,1117.0
259,713.0,227.0,561.0,179.0,2.0508,59.0,2.0508474576271185,59.0
260,300.0,99.0,213.0,77.0,2.0435,23.0,2.0434782608695654,23.0
261,353.0,96.0,278.0,82.0,1.3846,26.0,1.3846153846153846,26.0
262,,,,,0.0,0.0,0.0,0.0
263,519.0,123.0,399.0,88.0,1.9655,29.0,1.9655172413793105,29.0
264,938.0,303.0,711.0,222.0,1.6795,78.0,1.6794871794871795,78.0
265,3573.0,1083.0,2887.0,843.0,1.9241,237.0,1.9240506329113924,237.0
266,,,,,0.0,0.0,0.0,0.0
267,990.0,275.0,715.0,204.0,2.6375,80.0,2.6375,80.0
268,389.0,106.0,311.0,85.0,2.1429,28.0,2.142857142857143,28.0
269,,,,,0.0,0.0,0.0,0.0
270,764.0,175.0,652.0,135.0,2.4419,43.0,2.441860465116279,43.0
271,585.0,193.0,466.0,159.0,1.0727,55.0,1.0727272727272728,55.0
272,222.0,54.0,147.0,37.0,2.2353,17.0,2.235294117647059,17.0
273,237.0,69.0,143.0,40.0,2.5625,16.0,2.5625,16.0
274,606.0,195.0,400.0,141.0,2.641,39.0,2.641025641025641,39.0
275,68.0,30.0,45.0,21.0,1.4,5.0,1.4,5.0
276,156.0,61.0,74.0,27.0,3.3846,13.0,3.3846153846153846,13.0
277,1383.0,438.0,1040.0,298.0,1.7093,86.0,1.7093023255813953,86.0
278,16338.0,3512.0,14448.0,2783.0,2.4391,1141.0,2.43908851884312,1141.0
279,1158.0,346.0,828.0,287.0,1.5854,82.0,1.5853658536585369,82.0
280,363.0,88.0,250.0,58.0,2.3333,15.0,2.333333333333333,15.0
281,218.0,52.0,176.0,32.0,2.5,12.0,2.5,12.0
282,138.0,36.0,72.0,21.0,3.3,10.0,3.3,10.0
283,1101.0,392.0,794.0,255.0,4.5118,127.0,4.511811023622047,127.0
284,305.0,114.0,162.0,57.0,3.6,25.0,3.6,25.0
285,448.0,139.0,284.0,102.0,2.1905,21.0,2.1904761904761907,21.0
286,1540.0,438.0,1136.0,273.0,3.1852,108.0,3.185185185185185,108.0
287,2230.0,869.0,1865.0,618.0,2.0278,144.0,2.0277777777777777,144.0
288,123.0,39.0,73.0,20.0,3.9167,12.0,3.9166666666666665,12.0
289,375.0,139.0,237.0,89.0,2.75,28.0,2.75,28.0
290,998.0,336.0,749.0,253.0,1.186,86.0,1.186046511627907,86.0
291,253.0,63.0,173.0,39.0,1.8182,11.0,1.818181818181818,11.0
292,206.0,43.0,170.0,30.0,1.5,14.0,1.5,14.0
293,1779.0,550.0,1571.0,452.0,1.2371,97.0,1.2371134020618555,97.0
294,177.0,44.0,88.0,20.0,2.7143,7.0,2.7142857142857144,7.0
295,476.0,153.0,340.0,108.0,2.6279,43.0,2.627906976744186,43.0
296,1588.0,443.0,1199.0,334.0,3.0833,132.0,3.083333333333333,132.0
297,153.0,35.0,127.0,26.0,2.3,10.0,2.3,10.0
298,118.0,25.0,81.0,13.0,2.0,6.0,2.0,6.0
299,844.0,267.0,717.0,217.0,2.8039,102.0,2.803921568627451,102.0
300,1730.0,569.0,1370.0,449.0,1.5926,162.0,1.5925925925925926,162.0
301,472.0,101.0,386.0,65.0,1.6765,34.0,1.6764705882352942,34.0
302,628.0,166.0,513.0,117.0,2.3514,37.0,2.351351351351352,37.0
303,312.0,72.0,235.0,47.0,2.2941,17.0,2.294117647058824,17.0
304,545.0,173.0,369.0,119.0,1.8571,21.0,1.8571428571428568,21.0
305,508.0,130.0,363.0,69.0,2.4762,21.0,2.4761904761904763,21.0
306,1495.0,316.0,1101.0,185.0,2.5155,97.0,2.515463917525773,97.0
307,254.0,76.0,189.0,52.0,1.9444,18.0,1.9444444444444444,18.0
308,336.0,84.0,246.0,55.0,2.2,15.0,2.2,15.0
309,101.0,33.0,80.0,25.0,1.8889,9.0,1.8888888888888888,9.0
310,2113.0,689.0,1522.0,452.0,2.2485,169.0,2.2485207100591715,169.0
311,502.0,139.0,287.0,82.0,3.4583,24.0,3.458333333333333,24.0
312,1345.0,372.0,983.0,264.0,1.5146,103.0,1.5145631067961165,103.0
313,1266.0,326.0,1096.0,234.0,2.3636,44.0,2.363636363636364,44.0
314,320.0,76.0,227.0,41.0,2.0,20.0,2.0,20.0
315,617.0,202.0,478.0,103.0,2.28,25.0,2.28,25.0
316,511.0,208.0,328.0,137.0,2.6579,38.0,2.6578947368421053,38.0
317,313.0,68.0,228.0,49.0,1.88,25.0,1.88,25.0
318,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0
319,86.0,23.0,60.0,18.0,1.6667,6.0,1.6666666666666667,6.0
320,36893.0,7372.0,34454.0,5515.0,2.0549,1858.0,2.054897739504844,1858.0
321,1344.0,369.0,1157.0,258.0,1.2826,92.0,1.2826086956521738,92.0
322,830.0,240.0,644.0,184.0,1.6889,45.0,1.6888888888888889,45.0
323,309.0,77.0,196.0,41.0,2.9412,17.0,2.9411764705882355,17.0
324,149.0,32.0,93.0,19.0,2.25,8.0,2.25,8.0
325,22974.0,4154.0,20751.0,3009.0,2.3759,1205.0,2.375933609958506,1205.0
326,,,,,0.0,0.0,0.0,0.0
327,10539.0,2647.0,9799.0,2220.0,1.0513,682.0,1.0513196480938416,682.0
328,59.0,20.0,40.0,14.0,1.3333,3.0,1.3333333333333333,3.0
329,971.0,320.0,747.0,222.0,3.3093,97.0,3.309278350515464,97.0
330,603.0,191.0,466.0,145.0,2.7568,37.0,2.756756756756757,37.0
331,,,,,0.0,0.0,0.0,0.0
332,297.0,72.0,214.0,51.0,2.7368,19.0,2.736842105263158,19.0
333,2733.0,859.0,2169.0,578.0,1.2096,167.0,1.2095808383233533,167.0
334,1080.0,384.0,834.0,250.0,1.5342,73.0,1.5342465753424657,73.0
335,620.0,210.0,384.0,110.0,2.0,38.0,2.0,38.0
336,364.0,152.0,228.0,80.0,1.5909,22.0,1.5909090909090908,22.0
337,4023.0,1201.0,3522.0,938.0,1.2297,222.0,1.2297297297297298,222.0
338,1324.0,467.0,1075.0,336.0,1.8657,67.0,1.8656716417910448,67.0
339,4406.0,1164.0,3881.0,856.0,1.4242,231.0,1.4242424242424243,231.0
340,4512.0,1215.0,3860.0,954.0,1.5185,324.0,1.5185185185185186,324.0
341,,,,,0.0,0.0,0.0,0.0
342,123.0,41.0,83.0,31.0,2.1111,9.0,2.111111111111111,9.0
343,298.0,73.0,251.0,40.0,1.25,8.0,1.25,8.0
344,755.0,213.0,624.0,151.0,2.0833,48.0,2.083333333333333,48.0
345,127.0,44.0,75.0,25.0,3.0,6.0,3.0,6.0
346,,,,,0.0,0.0,0.0,0.0
347,121.0,34.0,68.0,16.0,1.2,5.0,1.2,5.0
348,1947.0,524.0,1406.0,359.0,3.0131,153.0,3.013071895424837,153.0
349,444.0,123.0,292.0,78.0,1.4783,23.0,1.4782608695652173,23.0
350,431.0,138.0,327.0,96.0,1.5652,23.0,1.565217391304348,23.0
351,,,,,0.0,0.0,0.0,0.0
352,813.0,255.0,626.0,175.0,1.4355,62.0,1.435483870967742,62.0
353,988.0,284.0,557.0,149.0,1.6538,52.0,1.6538461538461535,52.0
354,4481.0,1221.0,3911.0,977.0,1.8969,262.0,1.896946564885496,262.0
355,343.0,110.0,262.0,82.0,1.84,25.0,1.84,25.0
356,269.0,78.0,218.0,61.0,1.3158,19.0,1.3157894736842106,19.0
357,2499.0,736.0,2276.0,602.0,1.1317,167.0,1.1317365269461075,167.0
358,,,,,0.0,0.0,0.0,0.0
359,890.0,293.0,720.0,212.0,1.2667,60.0,1.2666666666666666,60.0
360,476.0,158.0,312.0,93.0,1.8387,31.0,1.8387096774193548,31.0
361,5800.0,1534.0,4938.0,1127.0,1.9223,386.0,1.922279792746114,386.0
362,293.0,86.0,214.0,66.0,1.3333,15.0,1.3333333333333333,15.0
363,1077.0,315.0,888.0,261.0,1.4247,73.0,1.4246575342465753,73.0
364,1137.0,345.0,911.0,279.0,1.9375,80.0,1.9375,80.0
365,134.0,40.0,66.0,20.0,1.375,8.0,1.375,8.0
366,555.0,179.0,460.0,152.0,1.3725,51.0,1.3725490196078431,51.0
367,534.0,174.0,284.0,85.0,2.1304,23.0,2.130434782608696,23.0
368,1521.0,531.0,1103.0,399.0,1.3333,138.0,1.3333333333333333,138.0
369,416.0,188.0,320.0,126.0,1.6774,31.0,1.6774193548387095,31.0
370,1081.0,284.0,693.0,145.0,3.0556,72.0,3.055555555555556,72.0
371,1191.0,342.0,863.0,251.0,1.7237,76.0,1.7236842105263157,76.0
372,14294.0,2342.0,13358.0,1731.0,1.6738,515.0,1.6737864077669904,515.0
373,67.0,22.0,53.0,20.0,1.8,5.0,1.8,5.0
374,269.0,64.0,184.0,42.0,2.4444,18.0,2.4444444444444446,18.0
375,235.0,75.0,140.0,55.0,2.7059,17.0,2.7058823529411766,17.0
376,1133.0,340.0,800.0,258.0,2.3765,85.0,2.376470588235294,85.0
377,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0
378,196.0,62.0,120.0,35.0,3.1429,7.0,3.142857142857143,7.0
379,911.0,261.0,672.0,168.0,1.6711,76.0,1.6710526315789471,76.0
380,2496.0,780.0,1779.0,641.0,1.6814,226.0,1.6814159292035398,226.0
381,150.0,26.0,108.0,9.0,2.5556,9.0,2.555555555555556,9.0
382,4718.0,1223.0,4054.0,868.0,1.4794,315.0,1.4793650793650794,315.0
